EvtDate,Stkcd,company,llm,Trddt,ret,mv,idx_ret,date_diff,beta,exc_ret,adj_ret,Exc_ret,Adj_ret,cum_exc_ret,cum_adj_ret
2023-07-06,32,中国电子云,星智,2023-06-16,0.100116,24372072.06,0.030115636151545194,-20,0.6955142803339852,0.0700003638484548,0.07917014499525789,1.0700003638484548,1.079170144995258,0.07000036384845476,0.07917014499525798
2023-07-06,32,中国电子云,星智,2023-06-19,0.002646,24436548.44,-0.022547888527367277,-17,0.6955142803339852,0.025193888527367276,0.018328378462162773,1.0251938885273673,1.0183283784621628,0.09695783373949518,0.09894958383779828
2023-07-06,32,中国电子云,星智,2023-06-20,0.01715,24855644.91,-0.014103556805945282,-16,0.6955142803339852,0.031253556805945285,0.026959225162036513,1.0312535568059453,1.0269592251620365,0.13124166770999923,0.12857641311020784
2023-07-06,32,中国电子云,星智,2023-06-21,-0.040986,23836918.09,-0.0057485095189274025,-15,0.6955142803339852,-0.0352374904810726,-0.03698782953895015,0.9647625095189274,0.9630121704610498,0.0913795502122754,0.08683282112040769
2023-07-06,32,中国电子云,星智,2023-06-26,-0.069245,22186322.74,-0.0284208252130226,-10,0.6955142803339852,-0.040824174786977405,-0.0494779102054666,0.9591758252130226,0.9505220897945335,0.046824880695476745,0.033058604388658264
2023-07-06,32,中国电子云,星智,2023-06-27,0.011334,22437780.62,0.04079580135325483,-9,0.6955142803339852,-0.029461801353254827,-0.017040062418857253,0.9705381986467452,0.9829599375811428,0.01598353400878194,0.015455221287538068
2023-07-06,32,中国电子云,星智,2023-06-28,-0.045977,21406158.53,-0.0008453972580559523,-8,0.6955142803339852,-0.04513160274194405,-0.04538901413446689,0.954868397258056,0.9546109858655332,-0.02986943124045882,-0.030635290104400137
2023-07-06,32,中国电子云,星智,2023-06-29,-0.007229,21251415.21,0.00424347521095108,-7,0.6955142803339852,-0.01147247521095108,-0.010180397607459746,0.9885275247890489,0.9898196023925403,-0.040999230141938514,-0.04050380827777722
2023-07-06,32,中国电子云,星智,2023-06-30,-0.00182,21212729.38,0.0051615440902177435,-6,0.6955142803339852,-0.006981544090217744,-0.005409927623319929,0.9930184559097822,0.9945900723766801,-0.04769453629925535,-0.04569461322984558
2023-07-06,32,中国电子云,星智,2023-07-03,0.006991,21361025.06,0.018721129295969707,-3,0.6955142803339852,-0.011730129295969706,-0.006029812769325858,0.9882698707040303,0.9939701872306741,-0.058865202517723536,-0.051448896036828784
2023-07-06,32,中国电子云,星智,2023-07-04,0.046182,22347513.69,-0.006330125657431777,-2,0.6955142803339852,0.052512125657431775,0.050584692791052356,1.0525121256574317,1.0505846927910523,-0.009444213771752752,-0.0034667298462383034
2023-07-06,32,中国电子云,星智,2023-07-05,0.008078,22528047.56,0.00018874040520920477,-1,0.6955142803339852,0.007889259594790796,0.007946728352900976,1.0078892595947908,1.007946728352901,-0.0016294620310759456,0.0044524493463016235
2023-07-06,32,中国电子云,星智,2023-07-06,-0.030338,21844597.92,-0.0062660237195504105,0,0.6955142803339852,-0.02407197628044959,-0.025979891022141217,0.9759280237195505,0.9740201089778587,-0.025662213940163547,-0.02164311582463818
2023-07-06,32,中国电子云,星智,2023-07-07,-0.044569,20871004.56,0.00030396185376719545,1,0.6955142803339852,-0.04487296185376719,-0.044780409809971874,0.9551270381462328,0.9552195901900281,-0.06938363624671062,-0.06545433803841805
2023-07-06,32,中国电子云,星智,2023-07-10,0.009577,21070881.34,0.009637195141168006,4,0.6955142803339852,-6.0195141168005104e-05,0.002874193156952356,0.999939804858832,1.0028741931569523,-0.06943965483009995,-0.06276827329194867
2023-07-06,32,中国电子云,星智,2023-07-11,-0.0459,20103735.63,-0.00046013006375902665,5,0.6955142803339852,-0.045439869936240974,-0.04557997296984461,0.9545601300637591,0.9544200270301554,-0.11172419588244364,-0.10548727006178249
2023-07-06,32,中国电子云,星智,2023-07-12,-0.043297,19233304.48,-0.022491712254121866,6,0.6955142803339852,-0.020805287745878136,-0.027653692938095355,0.9791947122541219,0.9723463070619046,-0.13020502958481062,-0.1302238504247114
2023-07-06,32,中国电子云,星智,2023-07-13,0.012739,19478314.73,0.015518776744697019,7,0.6955142803339852,-0.0027797767446970188,0.0019454691607482671,0.997220223255303,1.0019454691607483,-0.13262286541622514,-0.12853172774895827
2023-07-06,32,中国电子云,星智,2023-07-14,0.075472,20948376.22,0.0027009221732462144,8,0.6955142803339852,0.07277107782675378,0.07359347005843656,1.0727710778267538,1.0735934700584366,-0.06950289645028251,-0.06439735354817377
2023-07-06,32,中国电子云,星智,2023-07-17,0.008002,21116014.81,-0.0025521810662145874,11,0.6955142803339852,0.010554181066214589,0.009777078377550262,1.0105541810662146,1.0097770783775502,-0.05968226153783052,-0.05524989314357087
2023-07-06,32,中国电子云,星智,2023-07-18,-0.032977,20419669.89,-0.005618120149799841,12,0.6955142803339852,-0.02735887985020016,-0.0290695172071821,0.9726411201497999,0.9709304827928179,-0.08540830156542889,-0.08271332263132092
2023-07-06,32,中国电子云,星智,2023-07-19,-0.001263,20393879.34,0.004812722394411152,13,0.6955142803339852,-0.006075722394411153,-0.004610317152596127,0.9939242776055889,0.9953896828474039,-0.09096510682935033,-0.0869423051338416
2023-07-06,32,中国电子云,星智,2023-07-20,-0.029402,19794249.0,-0.01127610561605869,14,0.6955142803339852,-0.018125894383941313,-0.021559307517476933,0.9818741056160587,0.9784406924825231,-0.10744217729427885,-0.10662719675865973
2023-07-06,32,中国电子云,星智,2023-07-21,-0.012052,19555686.39,-0.0033097852398139855,15,0.6955142803339852,-0.008742214760186015,-0.00974999710087073,0.991257785239814,0.9902500028991292,-0.11524510946625632,-0.11533757900025954
2023-07-06,32,中国电子云,星智,2023-07-24,0.008243,19716877.34,0.007925618146147893,18,0.6955142803339852,0.00031738185385210733,0.0027306193988799743,1.0003173818538522,1.0027306193988799,-0.11496430431889393,-0.11292190263201762
2023-07-06,32,中国电子云,星智,2023-07-25,-0.000327,19710429.7,0.02858360629499378,19,0.6955142803339852,-0.02891060629499378,-0.02020730636161257,0.9710893937050062,0.9797926936383874,-0.14055122287374633,-0.13084736151220888
2023-07-06,32,中国电子云,星智,2023-07-26,-0.018973,19336466.69,-0.0012724983637183076,20,0.6955142803339852,-0.017700501636281694,-0.018087959216332286,0.9822994983637183,0.9819120407836677,-0.15576389735956986,-0.1465685589899437
2023-08-07,925,众合科技,UniChat,2023-07-18,-0.013716,4338039.12,0.0005937860844848655,-20,0.9078419726373874,-0.014309786084484867,-0.014255063930263372,0.9856902139155151,0.9857449360697367,-0.014309786084484855,-0.014255063930263323
2023-08-07,925,众合科技,UniChat,2023-07-19,-0.002528,4327070.62,-0.006755460007871488,-19,0.9078419726373874,0.004227460007871488,0.003604890139619032,1.0042274600078716,1.003604890139619,-0.010142820125006669,-0.010701561730046105
2023-08-07,925,众合科技,UniChat,2023-07-20,-0.022814,4228354.18,-0.005798107082124741,-18,0.9078419726373874,-0.01701589291787526,-0.01755023502900107,0.9829841070821247,0.9824497649709989,-0.026986123901749592,-0.028063981835507512
2023-08-07,925,众合科技,UniChat,2023-07-21,-0.01297,4173511.72,-0.004590740241711204,-17,0.9078419726373874,-0.008379259758288796,-0.008802333323099064,0.9916207402417112,0.9911976666769009,-0.03513925991799627,-0.03661928663611702
2023-08-07,925,众合科技,UniChat,2023-07-24,0.009198,4211901.44,-0.003411390801578991,-14,0.9078419726373874,0.01260939080157899,0.012295003754742509,1.012609390801579,1.0122950037547425,-0.022972953777201544,-0.02477451714806156
2023-08-07,925,众合科技,UniChat,2023-07-25,0.020833,4299649.39,0.014964021762376467,-13,0.9078419726373874,0.005868978237623534,0.007248032964655355,1.0058689782376236,1.0072480329646554,-0.017238803305350325,-0.017706050700378784
2023-08-07,925,众合科技,UniChat,2023-07-26,-0.019133,4217385.69,-0.0014573709324063162,-12,0.9078419726373874,-0.017675629067593686,-0.017809937497859862,0.9823243709324063,0.9821900625021401,-0.03460972568014942,-0.03520064454193095
2023-08-07,925,众合科技,UniChat,2023-07-27,-0.002601,4206417.2,-0.007869398937002793,-11,0.9078419726373874,0.005268398937002793,0.004543170654439175,1.0052683989370028,1.0045431706544392,-0.029523664585129894,-0.03081739642279202
2023-08-07,925,众合科技,UniChat,2023-07-28,0.056063,4442239.8,0.0077500759280637955,-10,0.9078419726373874,0.04831292407193621,0.049027155781377035,1.0483129240719362,1.049027155781377,0.017362884921379607,0.016698870063388327
2023-08-07,925,众合科技,UniChat,2023-07-31,-0.01358,4381913.09,-0.00018213647136982084,-7,0.9078419726373874,-0.013397863528630179,-0.013414648866542409,0.9866021364713699,0.9865853511334576,0.003732395830109425,0.003060211718477479
2023-08-07,925,众合科技,UniChat,2023-08-01,-0.007509,4349007.61,-0.0058269240694225595,-6,0.9078419726373874,-0.0016820759305774405,-0.0022190737584071507,0.9983179240694225,0.9977809262415929,0.00204404172634276,0.0008343471245506606
2023-08-07,925,众合科技,UniChat,2023-08-02,0.034048,4497082.27,0.0024736311679758034,-5,0.9078419726373874,0.0315743688320242,0.031802333800887525,1.0315743688320242,1.0318023338008875,0.0336829498857425,0.03266321511119896
2023-08-07,925,众合科技,UniChat,2023-08-03,-0.018293,4414818.57,0.0014054617306655394,-4,0.9078419726373874,-0.01969846173066554,-0.01956893715003376,0.9803015382693344,0.9804310628499663,0.01332098585577679,0.012455093557536268
2023-08-07,925,众合科技,UniChat,2023-08-04,0.002484,4425787.06,-0.00486654489317731,-3,0.9078419726373874,0.00735054489317731,0.006902053715750494,1.0073505448931772,1.0069020537157505,0.020769447253508266,0.019443112998055456
2023-08-07,925,众合科技,UniChat,2023-08-07,0.002478,4436755.56,-0.013995442401163544,0,0.9078419726373874,0.016473442401163545,0.015183650037405245,1.0164734424011634,1.0151836500374052,0.0375850339477064,0.034921980458860746
2023-08-07,925,众合科技,UniChat,2023-08-08,-0.014833,4370944.6,-0.004458833494499253,1,0.9078419726373874,-0.010374166505500748,-0.010785083804692144,0.9896258334944993,0.9892149161953079,0.02682095404191731,0.023760260168294023
2023-08-07,925,众合科技,UniChat,2023-08-09,-0.020075,4283196.65,-0.005295276432942367,2,0.9078419726373874,-0.014779723567057632,-0.015267725797457332,0.9852202764329424,0.9847322742025426,0.011644824188315361,0.008129769233710782
2023-08-07,925,众合科技,UniChat,2023-08-10,-0.003841,4266743.91,0.0036518661205712337,3,0.9078419726373874,-0.0074928661205712335,-0.007156317342707032,0.9925071338794288,0.992843682657293,0.004064704959103604,0.0009152726824444013
2023-08-07,925,众合科技,UniChat,2023-08-11,-0.017995,4189964.46,-0.01882491546116171,4,0.9078419726373874,0.00082991546116171,-0.0009049516130068998,1.0008299154611617,0.9990950483869931,0.004897993781755927,9.49279194717434e-06
2023-08-07,925,众合科技,UniChat,2023-08-14,0.017016,4261259.66,-0.0013206201964904363,7,0.9078419726373874,0.018336620196490436,0.01821491444428665,1.0183366201964905,1.0182149144442867,0.02332442662994727,0.01822458014662698
2023-08-07,925,众合科技,UniChat,2023-08-15,-0.011583,4211901.44,-0.009931693889845458,8,0.9078419726373874,-0.0016513061101545417,-0.002566591427412012,0.9983486938898455,0.997433408572588,0.021634604751582964,0.015611213668042412
2023-08-07,925,众合科技,UniChat,2023-08-16,0.005208,4234755.57,-0.009572213582153226,9,0.9078419726373874,0.014780213582153225,0.013898057260928378,1.0147802135821533,1.0138980572609284,0.03673458241273009,0.029726236470441814
2023-08-07,925,众合科技,UniChat,2023-08-17,0.007772,4267668.17,0.012629349164127869,10,0.9078419726373874,-0.004857349164127869,-0.0036934532582881844,0.9951426508358722,0.9963065467417118,0.03169880055542529,0.025922990747205166
2023-08-07,925,众合科技,UniChat,2023-08-18,-0.015424,4201842.96,-0.012324490008462679,11,0.9078419726373874,-0.0030995099915373213,-0.00423531067896747,0.9969004900084627,0.9957646893210326,0.02850103981484664,0.021577888148695434
2023-08-07,925,众合科技,UniChat,2023-08-21,-0.007833,4168930.35,-0.008080244453037982,14,0.9078419726373874,0.00024724445303798276,-0.0004974149363616903,1.000247244453038,0.9995025850636383,0.028755330991884653,0.021069740048473395
2023-06-09,938,新华三H3C,百业灵犀,2023-05-22,-0.007426,80282442.06,-0.008158458566783013,-18,1.1141578306897602,0.000732458566783013,0.0016638104985392515,1.000732458566783,1.0016638104985391,0.0007324585667829453,0.0016638104985391422
